run_accession,tax_id,scientific_name,sample_alias,sample_title,sample_description,collection_date,location,country,study_accession,sample_accession,instrument_platform,instrument_model,library_strategy,library_source,library_selection,read_count,fastq_1,fastq_2
ERR10025897,111900,Erebia cassioides,X1954,X1954,Thorax tissue of a unique Erebia cassioides individual from Switzerland,2019-08-27,,Switzerland,PRJEB54919,SAMEA110460586,ILLUMINA,Illumina NovaSeq 6000,WGS,GENOMIC,RANDOM,39905852,ftp.sra.ebi.ac.uk/vol1/fastq/ERR100/097/ERR10025897/ERR10025897_1.fastq.gz,ftp.sra.ebi.ac.uk/vol1/fastq/ERR100/097/ERR10025897/ERR10025897_2.fastq.gz
ERR10027351,111900,Erebia cassioides,X1774,X1774,Thorax tissue of a unique Erebia cassioides individual from Switzerland,2019-08-16,,Switzerland,PRJEB54919,SAMEA110460561,ILLUMINA,Illumina NovaSeq 6000,WGS,GENOMIC,RANDOM,14688406,ftp.sra.ebi.ac.uk/vol1/fastq/ERR100/051/ERR10027351/ERR10027351_1.fastq.gz,ftp.sra.ebi.ac.uk/vol1/fastq/ERR100/051/ERR10027351/ERR10027351_2.fastq.gz
ERR10027618,111900,Erebia cassioides,X1920,X1920,Thorax tissue of a unique Erebia cassioides individual from Switzerland,2019-08-26,,Switzerland,PRJEB54919,SAMEA110460583,ILLUMINA,Illumina NovaSeq 6000,WGS,GENOMIC,RANDOM,28397638,ftp.sra.ebi.ac.uk/vol1/fastq/ERR100/018/ERR10027618/ERR10027618_1.fastq.gz,ftp.sra.ebi.ac.uk/vol1/fastq/ERR100/018/ERR10027618/ERR10027618_2.fastq.gz
ERR10027670,111900,Erebia cassioides,X2479,X2479,Thorax tissue of a unique Erebia cassioides individual from Switzerland,2020-08-20,,Switzerland,PRJEB54919,SAMEA110460608,ILLUMINA,Illumina NovaSeq 6000,WGS,GENOMIC,RANDOM,13980536,ftp.sra.ebi.ac.uk/vol1/fastq/ERR100/070/ERR10027670/ERR10027670_1.fastq.gz,ftp.sra.ebi.ac.uk/vol1/fastq/ERR100/070/ERR10027670/ERR10027670_2.fastq.gz
ERR10029989,111900,Erebia cassioides,X2479,X2479,Thorax tissue of a unique Erebia cassioides individual from Switzerland,2020-08-20,,Switzerland,PRJEB54919,SAMEA110460608,ILLUMINA,Illumina NovaSeq 6000,WGS,GENOMIC,RANDOM,11217790,ftp.sra.ebi.ac.uk/vol1/fastq/ERR100/089/ERR10029989/ERR10029989_1.fastq.gz,ftp.sra.ebi.ac.uk/vol1/fastq/ERR100/089/ERR10029989/ERR10029989_2.fastq.gz
ERR10027370,111900,Erebia cassioides,X1847,X1847,Thorax tissue of a unique Erebia cassioides individual from Switzerland,2019-08-22,,Switzerland,PRJEB54919,SAMEA110460574,ILLUMINA,Illumina NovaSeq 6000,WGS,GENOMIC,RANDOM,26400608,ftp.sra.ebi.ac.uk/vol1/fastq/ERR100/070/ERR10027370/ERR10027370_1.fastq.gz,ftp.sra.ebi.ac.uk/vol1/fastq/ERR100/070/ERR10027370/ERR10027370_2.fastq.gz
ERR10027402,111900,Erebia cassioides,X1824,X1824,Thorax tissue of a unique Erebia cassioides individual from Switzerland,2019-08-17,,Switzerland,PRJEB54919,SAMEA110460566,ILLUMINA,Illumina NovaSeq 6000,WGS,GENOMIC,RANDOM,14921438,ftp.sra.ebi.ac.uk/vol1/fastq/ERR100/002/ERR10027402/ERR10027402_1.fastq.gz,ftp.sra.ebi.ac.uk/vol1/fastq/ERR100/002/ERR10027402/ERR10027402_2.fastq.gz
ERR10027454,111900,Erebia cassioides,X1844,X1844,Thorax tissue of a unique Erebia cassioides individual from Switzerland,2022-08-17,,Switzerland,PRJEB54919,SAMEA110460572,ILLUMINA,Illumina NovaSeq 6000,WGS,GENOMIC,RANDOM,14818022,ftp.sra.ebi.ac.uk/vol1/fastq/ERR100/054/ERR10027454/ERR10027454_1.fastq.gz,ftp.sra.ebi.ac.uk/vol1/fastq/ERR100/054/ERR10027454/ERR10027454_2.fastq.gz
ERR10028618,111900,Erebia cassioides,X1824,X1824,Thorax tissue of a unique Erebia cassioides individual from Switzerland,2019-08-17,,Switzerland,PRJEB54919,SAMEA110460566,ILLUMINA,Illumina NovaSeq 6000,WGS,GENOMIC,RANDOM,25398756,ftp.sra.ebi.ac.uk/vol1/fastq/ERR100/018/ERR10028618/ERR10028618_1.fastq.gz,ftp.sra.ebi.ac.uk/vol1/fastq/ERR100/018/ERR10028618/ERR10028618_2.fastq.gz
ERR10029999,111900,Erebia cassioides,X1957,X1957,Thorax tissue of a unique Erebia cassioides individual from Switzerland,2019-08-30,,Switzerland,PRJEB54919,SAMEA110460587,ILLUMINA,Illumina NovaSeq 6000,WGS,GENOMIC,RANDOM,12286780,ftp.sra.ebi.ac.uk/vol1/fastq/ERR100/099/ERR10029999/ERR10029999_1.fastq.gz,ftp.sra.ebi.ac.uk/vol1/fastq/ERR100/099/ERR10029999/ERR10029999_2.fastq.gz
ERR10027654,111900,Erebia cassioides,X2463,X2463,Thorax tissue of a unique Erebia cassioides individual from Switzerland,2020-08-20,,Switzerland,PRJEB54919,SAMEA110460604,ILLUMINA,Illumina NovaSeq 6000,WGS,GENOMIC,RANDOM,40242820,ftp.sra.ebi.ac.uk/vol1/fastq/ERR100/054/ERR10027654/ERR10027654_1.fastq.gz,ftp.sra.ebi.ac.uk/vol1/fastq/ERR100/054/ERR10027654/ERR10027654_2.fastq.gz
ERR10027452,111900,Erebia cassioides,X1844,X1844,Thorax tissue of a unique Erebia cassioides individual from Switzerland,2022-08-17,,Switzerland,PRJEB54919,SAMEA110460572,ILLUMINA,Illumina NovaSeq 6000,WGS,GENOMIC,RANDOM,25943898,ftp.sra.ebi.ac.uk/vol1/fastq/ERR100/052/ERR10027452/ERR10027452_1.fastq.gz,ftp.sra.ebi.ac.uk/vol1/fastq/ERR100/052/ERR10027452/ERR10027452_2.fastq.gz
SRR10136030,69293,Gasterosteus aculeatus,stream.6,Model organism or animal sample from Gasterosteus aculeatus,Model organism or animal sample from Gasterosteus aculeatus,,,"Switzerland: Aach stream near Riedt/Erlen, Thurgau",PRJNA566094,SAMN12779847,ILLUMINA,Illumina HiSeq 2500,WGS,GENOMIC,RANDOM,147941177,ftp.sra.ebi.ac.uk/vol1/fastq/SRR101/030/SRR10136030/SRR10136030_1.fastq.gz,ftp.sra.ebi.ac.uk/vol1/fastq/SRR101/030/SRR10136030/SRR10136030_2.fastq.gz
SRR10136031,69293,Gasterosteus aculeatus,steam.5,Model organism or animal sample from Gasterosteus aculeatus,Model organism or animal sample from Gasterosteus aculeatus,,,"Switzerland: Aach stream near Riedt/Erlen, Thurgau",PRJNA566094,SAMN12779846,ILLUMINA,Illumina HiSeq 2500,WGS,GENOMIC,RANDOM,218767680,ftp.sra.ebi.ac.uk/vol1/fastq/SRR101/031/SRR10136031/SRR10136031_1.fastq.gz,ftp.sra.ebi.ac.uk/vol1/fastq/SRR101/031/SRR10136031/SRR10136031_2.fastq.gz
SRR10136033,69293,Gasterosteus aculeatus,stream.3,Model organism or animal sample from Gasterosteus aculeatus,Model organism or animal sample from Gasterosteus aculeatus,,,"Switzerland: Aach stream near Riedt/Erlen, Thurgau",PRJNA566094,SAMN12779844,ILLUMINA,Illumina HiSeq 2500,WGS,GENOMIC,RANDOM,262570836,ftp.sra.ebi.ac.uk/vol1/fastq/SRR101/033/SRR10136033/SRR10136033_1.fastq.gz,ftp.sra.ebi.ac.uk/vol1/fastq/SRR101/033/SRR10136033/SRR10136033_2.fastq.gz
SRR10136032,69293,Gasterosteus aculeatus,stream.4,Model organism or animal sample from Gasterosteus aculeatus,Model organism or animal sample from Gasterosteus aculeatus,,,"Switzerland: Aach stream near Riedt/Erlen, Thurgau",PRJNA566094,SAMN12779845,ILLUMINA,Illumina HiSeq 2500,WGS,GENOMIC,RANDOM,213673719,ftp.sra.ebi.ac.uk/vol1/fastq/SRR101/032/SRR10136032/SRR10136032_1.fastq.gz,ftp.sra.ebi.ac.uk/vol1/fastq/SRR101/032/SRR10136032/SRR10136032_2.fastq.gz
SRR10136028,69293,Gasterosteus aculeatus,reference_pool,Model organism or animal sample from Gasterosteus aculeatus,Model organism or animal sample from Gasterosteus aculeatus,,,Switzerland,PRJNA566094,SAMN12779849,ILLUMINA,Illumina HiSeq 2500,WGS,GENOMIC,RANDOM,219293389,ftp.sra.ebi.ac.uk/vol1/fastq/SRR101/028/SRR10136028/SRR10136028_1.fastq.gz,ftp.sra.ebi.ac.uk/vol1/fastq/SRR101/028/SRR10136028/SRR10136028_2.fastq.gz
SRR10136029,69293,Gasterosteus aculeatus,lake_pool,Model organism or animal sample from Gasterosteus aculeatus,Model organism or animal sample from Gasterosteus aculeatus,,,"Switzerland: Lake Constance at the Aach mouth in Romanshorn, Thurgau",PRJNA566094,SAMN12779848,ILLUMINA,Illumina HiSeq 2500,WGS,GENOMIC,RANDOM,457586342,ftp.sra.ebi.ac.uk/vol1/fastq/SRR101/029/SRR10136029/SRR10136029_1.fastq.gz,ftp.sra.ebi.ac.uk/vol1/fastq/SRR101/029/SRR10136029/SRR10136029_2.fastq.gz
SRR10135984,69293,Gasterosteus aculeatus,stream.1,Model organism or animal sample from Gasterosteus aculeatus,Model organism or animal sample from Gasterosteus aculeatus,,,"Switzerland: Aach stream near Riedt/Erlen, Thurgau",PRJNA566094,SAMN12779842,ILLUMINA,Illumina HiSeq 2500,WGS,GENOMIC,RANDOM,147863908,ftp.sra.ebi.ac.uk/vol1/fastq/SRR101/084/SRR10135984/SRR10135984_1.fastq.gz,ftp.sra.ebi.ac.uk/vol1/fastq/SRR101/084/SRR10135984/SRR10135984_2.fastq.gz
SRR10136022,69293,Gasterosteus aculeatus,survivor_Ga3750,Model organism or animal sample from Gasterosteus aculeatus,Model organism or animal sample from Gasterosteus aculeatus,,,Switzerland,PRJNA566094,SAMN12779854,ILLUMINA,Illumina HiSeq 2500,WGS,GENOMIC,RANDOM,6286012,ftp.sra.ebi.ac.uk/vol1/fastq/SRR101/022/SRR10136022/SRR10136022_1.fastq.gz,ftp.sra.ebi.ac.uk/vol1/fastq/SRR101/022/SRR10136022/SRR10136022_2.fastq.gz
SRR10136019,69293,Gasterosteus aculeatus,survivor_Ga3753,Model organism or animal sample from Gasterosteus aculeatus,Model organism or animal sample from Gasterosteus aculeatus,,,Switzerland,PRJNA566094,SAMN12779857,ILLUMINA,Illumina HiSeq 2500,WGS,GENOMIC,RANDOM,7009466,ftp.sra.ebi.ac.uk/vol1/fastq/SRR101/019/SRR10136019/SRR10136019_1.fastq.gz,ftp.sra.ebi.ac.uk/vol1/fastq/SRR101/019/SRR10136019/SRR10136019_2.fastq.gz
SRR10136020,69293,Gasterosteus aculeatus,survivor_Ga3752,Model organism or animal sample from Gasterosteus aculeatus,Model organism or animal sample from Gasterosteus aculeatus,,,Switzerland,PRJNA566094,SAMN12779856,ILLUMINA,Illumina HiSeq 2500,WGS,GENOMIC,RANDOM,6343803,ftp.sra.ebi.ac.uk/vol1/fastq/SRR101/020/SRR10136020/SRR10136020_1.fastq.gz,ftp.sra.ebi.ac.uk/vol1/fastq/SRR101/020/SRR10136020/SRR10136020_2.fastq.gz
SRR10135983,69293,Gasterosteus aculeatus,stream.2,Model organism or animal sample from Gasterosteus aculeatus,Model organism or animal sample from Gasterosteus aculeatus,,,"Switzerland: Aach stream near Riedt/Erlen, Thurgau",PRJNA566094,SAMN12779843,ILLUMINA,Illumina HiSeq 2500,WGS,GENOMIC,RANDOM,136597568,ftp.sra.ebi.ac.uk/vol1/fastq/SRR101/083/SRR10135983/SRR10135983_1.fastq.gz,ftp.sra.ebi.ac.uk/vol1/fastq/SRR101/083/SRR10135983/SRR10135983_2.fastq.gz
SRR10135992,69293,Gasterosteus aculeatus,survivor_Ga3778,Model organism or animal sample from Gasterosteus aculeatus,Model organism or animal sample from Gasterosteus aculeatus,,,Switzerland,PRJNA566094,SAMN12779882,ILLUMINA,Illumina HiSeq 2500,WGS,GENOMIC,RANDOM,7397319,ftp.sra.ebi.ac.uk/vol1/fastq/SRR101/092/SRR10135992/SRR10135992_1.fastq.gz,ftp.sra.ebi.ac.uk/vol1/fastq/SRR101/092/SRR10135992/SRR10135992_2.fastq.gz
SRR10135993,69293,Gasterosteus aculeatus,survivor_Ga3777,Model organism or animal sample from Gasterosteus aculeatus,Model organism or animal sample from Gasterosteus aculeatus,,,Switzerland,PRJNA566094,SAMN12779881,ILLUMINA,Illumina HiSeq 2500,WGS,GENOMIC,RANDOM,5887990,ftp.sra.ebi.ac.uk/vol1/fastq/SRR101/093/SRR10135993/SRR10135993_1.fastq.gz,ftp.sra.ebi.ac.uk/vol1/fastq/SRR101/093/SRR10135993/SRR10135993_2.fastq.gz
SRR10136011,69293,Gasterosteus aculeatus,survivor_Ga3760,Model organism or animal sample from Gasterosteus aculeatus,Model organism or animal sample from Gasterosteus aculeatus,,,Switzerland,PRJNA566094,SAMN12779864,ILLUMINA,Illumina HiSeq 2500,WGS,GENOMIC,RANDOM,6237971,ftp.sra.ebi.ac.uk/vol1/fastq/SRR101/011/SRR10136011/SRR10136011_1.fastq.gz,ftp.sra.ebi.ac.uk/vol1/fastq/SRR101/011/SRR10136011/SRR10136011_2.fastq.gz
SRR10136027,69293,Gasterosteus aculeatus,survivor_Ga3746,Model organism or animal sample from Gasterosteus aculeatus,Model organism or animal sample from Gasterosteus aculeatus,,,Switzerland,PRJNA566094,SAMN12779850,ILLUMINA,Illumina HiSeq 2500,WGS,GENOMIC,RANDOM,5769652,ftp.sra.ebi.ac.uk/vol1/fastq/SRR101/027/SRR10136027/SRR10136027_1.fastq.gz,ftp.sra.ebi.ac.uk/vol1/fastq/SRR101/027/SRR10136027/SRR10136027_2.fastq.gz
SRR23190347,56313,Tyto alba,Talba_CH02,Model organism or animal sample from Tyto alba,Model organism or animal sample from Tyto alba,2004,,,PRJNA925445,SAMN32873722,ILLUMINA,Illumina HiSeq 2500,WGS,GENOMIC,RANDOM,123691170,ftp.sra.ebi.ac.uk/vol1/fastq/SRR231/047/SRR23190347/SRR23190347_1.fastq.gz,ftp.sra.ebi.ac.uk/vol1/fastq/SRR231/047/SRR23190347/SRR23190347_2.fastq.gz
SRR23190335,56313,Tyto alba,Talba_CH04,Model organism or animal sample from Tyto alba,Model organism or animal sample from Tyto alba,2004,,,PRJNA925445,SAMN32873724,ILLUMINA,Illumina HiSeq 2500,WGS,GENOMIC,RANDOM,114373181,ftp.sra.ebi.ac.uk/vol1/fastq/SRR231/035/SRR23190335/SRR23190335_1.fastq.gz,ftp.sra.ebi.ac.uk/vol1/fastq/SRR231/035/SRR23190335/SRR23190335_2.fastq.gz
SRR13664423,56313,Tyto alba,Talba_PT09,Model organism or animal sample from Tyto alba,Model organism or animal sample from Tyto alba,2013,,Portugal,PRJNA700797,SAMN17839302,ILLUMINA,Illumina HiSeq 2500,WGS,GENOMIC,RANDOM,121625746,ftp.sra.ebi.ac.uk/vol1/fastq/SRR136/023/SRR13664423/SRR13664423_1.fastq.gz,ftp.sra.ebi.ac.uk/vol1/fastq/SRR136/023/SRR13664423/SRR13664423_2.fastq.gz
SRR13664426,56313,Tyto alba,Talba_PT07,Model organism or animal sample from Tyto alba,Model organism or animal sample from Tyto alba,2012,,Portugal,PRJNA700797,SAMN17839300,ILLUMINA,Illumina HiSeq 2500,WGS,GENOMIC,RANDOM,159127755,ftp.sra.ebi.ac.uk/vol1/fastq/SRR136/026/SRR13664426/SRR13664426_1.fastq.gz,ftp.sra.ebi.ac.uk/vol1/fastq/SRR136/026/SRR13664426/SRR13664426_2.fastq.gz
SRR13664425,56313,Tyto alba,Talba_PT08,Model organism or animal sample from Tyto alba,Model organism or animal sample from Tyto alba,2013,,Portugal,PRJNA700797,SAMN17839301,ILLUMINA,Illumina HiSeq 2500,WGS,GENOMIC,RANDOM,149325782,ftp.sra.ebi.ac.uk/vol1/fastq/SRR136/025/SRR13664425/SRR13664425_1.fastq.gz,ftp.sra.ebi.ac.uk/vol1/fastq/SRR136/025/SRR13664425/SRR13664425_2.fastq.gz
SRR23190330,56313,Tyto alba,Talba_CH09,Model organism or animal sample from Tyto alba,Model organism or animal sample from Tyto alba,2006,,,PRJNA925445,SAMN32873729,ILLUMINA,Illumina HiSeq 2500,WGS,GENOMIC,RANDOM,112903036,ftp.sra.ebi.ac.uk/vol1/fastq/SRR231/030/SRR23190330/SRR23190330_1.fastq.gz,ftp.sra.ebi.ac.uk/vol1/fastq/SRR231/030/SRR23190330/SRR23190330_2.fastq.gz
SRR23190328,56313,Tyto alba,Talba_CH12,Model organism or animal sample from Tyto alba,Model organism or animal sample from Tyto alba,2008,,,PRJNA925445,SAMN32873731,ILLUMINA,Illumina HiSeq 2500,WGS,GENOMIC,RANDOM,132525640,ftp.sra.ebi.ac.uk/vol1/fastq/SRR231/028/SRR23190328/SRR23190328_1.fastq.gz,ftp.sra.ebi.ac.uk/vol1/fastq/SRR231/028/SRR23190328/SRR23190328_2.fastq.gz
SRR23190336,56313,Tyto alba,Talba_CH30,Model organism or animal sample from Tyto alba,Model organism or animal sample from Tyto alba,2008,,,PRJNA925445,SAMN32873741,ILLUMINA,Illumina HiSeq 2500,WGS,GENOMIC,RANDOM,111269244,ftp.sra.ebi.ac.uk/vol1/fastq/SRR231/036/SRR23190336/SRR23190336_1.fastq.gz,ftp.sra.ebi.ac.uk/vol1/fastq/SRR231/036/SRR23190336/SRR23190336_2.fastq.gz
SRR23190344,56313,Tyto alba,Talba_CH14,Model organism or animal sample from Tyto alba,Model organism or animal sample from Tyto alba,2008,,,PRJNA925445,SAMN32873733,ILLUMINA,Illumina HiSeq 2500,WGS,GENOMIC,RANDOM,128188035,ftp.sra.ebi.ac.uk/vol1/fastq/SRR231/044/SRR23190344/SRR23190344_1.fastq.gz,ftp.sra.ebi.ac.uk/vol1/fastq/SRR231/044/SRR23190344/SRR23190344_2.fastq.gz
SRR23190346,56313,Tyto alba,Talba_CH03,Model organism or animal sample from Tyto alba,Model organism or animal sample from Tyto alba,2004,,,PRJNA925445,SAMN32873723,ILLUMINA,Illumina HiSeq 2500,WGS,GENOMIC,RANDOM,129708692,ftp.sra.ebi.ac.uk/vol1/fastq/SRR231/046/SRR23190346/SRR23190346_1.fastq.gz,ftp.sra.ebi.ac.uk/vol1/fastq/SRR231/046/SRR23190346/SRR23190346_2.fastq.gz
SRR23190345,56313,Tyto alba,Talba_CH13,Model organism or animal sample from Tyto alba,Model organism or animal sample from Tyto alba,2008,,,PRJNA925445,SAMN32873732,ILLUMINA,Illumina HiSeq 2500,WGS,GENOMIC,RANDOM,114197058,ftp.sra.ebi.ac.uk/vol1/fastq/SRR231/045/SRR23190345/SRR23190345_1.fastq.gz,ftp.sra.ebi.ac.uk/vol1/fastq/SRR231/045/SRR23190345/SRR23190345_2.fastq.gz
SRR23190329,56313,Tyto alba,Talba_CH11,Model organism or animal sample from Tyto alba,Model organism or animal sample from Tyto alba,2008,,,PRJNA925445,SAMN32873730,ILLUMINA,Illumina HiSeq 2500,WGS,GENOMIC,RANDOM,129796858,ftp.sra.ebi.ac.uk/vol1/fastq/SRR231/029/SRR23190329/SRR23190329_1.fastq.gz,ftp.sra.ebi.ac.uk/vol1/fastq/SRR231/029/SRR23190329/SRR23190329_2.fastq.gz
SRR23190339,56313,Tyto alba,Talba_CH27,Model organism or animal sample from Tyto alba,Model organism or animal sample from Tyto alba,2010,,,PRJNA925445,SAMN32873738,ILLUMINA,Illumina HiSeq 2500,WGS,GENOMIC,RANDOM,131051561,ftp.sra.ebi.ac.uk/vol1/fastq/SRR231/039/SRR23190339/SRR23190339_1.fastq.gz,ftp.sra.ebi.ac.uk/vol1/fastq/SRR231/039/SRR23190339/SRR23190339_2.fastq.gz
SRR23190340,56313,Tyto alba,Talba_CH24,Model organism or animal sample from Tyto alba,Model organism or animal sample from Tyto alba,2004,,,PRJNA925445,SAMN32873737,ILLUMINA,Illumina HiSeq 2500,WGS,GENOMIC,RANDOM,114335099,ftp.sra.ebi.ac.uk/vol1/fastq/SRR231/040/SRR23190340/SRR23190340_1.fastq.gz,ftp.sra.ebi.ac.uk/vol1/fastq/SRR231/040/SRR23190340/SRR23190340_2.fastq.gz
SRR23190331,56313,Tyto alba,Talba_CH08,Model organism or animal sample from Tyto alba,Model organism or animal sample from Tyto alba,2006,,,PRJNA925445,SAMN32873728,ILLUMINA,Illumina HiSeq 2500,WGS,GENOMIC,RANDOM,120296512,ftp.sra.ebi.ac.uk/vol1/fastq/SRR231/031/SRR23190331/SRR23190331_1.fastq.gz,ftp.sra.ebi.ac.uk/vol1/fastq/SRR231/031/SRR23190331/SRR23190331_2.fastq.gz
SRR23190334,56313,Tyto alba,Talba_CH05,Model organism or animal sample from Tyto alba,Model organism or animal sample from Tyto alba,2012,,,PRJNA925445,SAMN32873725,ILLUMINA,Illumina HiSeq 2500,WGS,GENOMIC,RANDOM,122420986,ftp.sra.ebi.ac.uk/vol1/fastq/SRR231/034/SRR23190334/SRR23190334_1.fastq.gz,ftp.sra.ebi.ac.uk/vol1/fastq/SRR231/034/SRR23190334/SRR23190334_2.fastq.gz
SRR23190337,56313,Tyto alba,Talba_CH29,Model organism or animal sample from Tyto alba,Model organism or animal sample from Tyto alba,2005,,,PRJNA925445,SAMN32873740,ILLUMINA,Illumina HiSeq 2500,WGS,GENOMIC,RANDOM,118917977,ftp.sra.ebi.ac.uk/vol1/fastq/SRR231/037/SRR23190337/SRR23190337_1.fastq.gz,ftp.sra.ebi.ac.uk/vol1/fastq/SRR231/037/SRR23190337/SRR23190337_2.fastq.gz
SRR23190338,56313,Tyto alba,Talba_CH28,Model organism or animal sample from Tyto alba,Model organism or animal sample from Tyto alba,2007,,,PRJNA925445,SAMN32873739,ILLUMINA,Illumina HiSeq 2500,WGS,GENOMIC,RANDOM,122034738,ftp.sra.ebi.ac.uk/vol1/fastq/SRR231/038/SRR23190338/SRR23190338_1.fastq.gz,ftp.sra.ebi.ac.uk/vol1/fastq/SRR231/038/SRR23190338/SRR23190338_2.fastq.gz
SRR10728852,1047171,Zymoseptoria tritici,ST16CH_1C12,Microbe sample from Zymoseptoria tritici,Microbe sample from Zymoseptoria tritici,2016,,Switzerland: Eschikon,PRJNA596434,SAMN13623720,ILLUMINA,Illumina HiSeq 2000,WGS,GENOMIC,RANDOM,8942839,ftp.sra.ebi.ac.uk/vol1/fastq/SRR107/052/SRR10728852/SRR10728852_1.fastq.gz,ftp.sra.ebi.ac.uk/vol1/fastq/SRR107/052/SRR10728852/SRR10728852_2.fastq.gz
SRR10728587,1047171,Zymoseptoria tritici,ST16CH_1A11,Microbe sample from Zymoseptoria tritici,Microbe sample from Zymoseptoria tritici,2016,,Switzerland: Eschikon,PRJNA596434,SAMN13623714,ILLUMINA,Illumina HiSeq 2000,WGS,GENOMIC,RANDOM,8151249,ftp.sra.ebi.ac.uk/vol1/fastq/SRR107/087/SRR10728587/SRR10728587_1.fastq.gz,ftp.sra.ebi.ac.uk/vol1/fastq/SRR107/087/SRR10728587/SRR10728587_2.fastq.gz
SRR10728692,1047171,Zymoseptoria tritici,ST16CH_3O9,Microbe sample from Zymoseptoria tritici,Microbe sample from Zymoseptoria tritici,2016,,Switzerland: Eschikon,PRJNA596434,SAMN13623865,ILLUMINA,Illumina HiSeq 2000,WGS,GENOMIC,RANDOM,8214846,ftp.sra.ebi.ac.uk/vol1/fastq/SRR107/092/SRR10728692/SRR10728692_1.fastq.gz,ftp.sra.ebi.ac.uk/vol1/fastq/SRR107/092/SRR10728692/SRR10728692_2.fastq.gz
SRR10728797,1047171,Zymoseptoria tritici,ST16CH_1S10,Microbe sample from Zymoseptoria tritici,Microbe sample from Zymoseptoria tritici,2016,,Switzerland: Eschikon,PRJNA596434,SAMN13623770,ILLUMINA,Illumina HiSeq 2000,WGS,GENOMIC,RANDOM,14729533,ftp.sra.ebi.ac.uk/vol1/fastq/SRR107/097/SRR10728797/SRR10728797_1.fastq.gz,ftp.sra.ebi.ac.uk/vol1/fastq/SRR107/097/SRR10728797/SRR10728797_2.fastq.gz
SRR11026703,1047171,Zymoseptoria tritici,ST99CH_28,ST99CH_28,ST99CH_28,1999,,Switzerland: Berg am Irchel,PRJNA596434,SAMN14002727,ILLUMINA,Illumina HiSeq 2000,WGS,GENOMIC,RANDOM,12195122,ftp.sra.ebi.ac.uk/vol1/fastq/SRR110/003/SRR11026703/SRR11026703_1.fastq.gz,ftp.sra.ebi.ac.uk/vol1/fastq/SRR110/003/SRR11026703/SRR11026703_2.fastq.gz
SRR11026701,1047171,Zymoseptoria tritici,ST99CH_SW5,ST99CH_SW5,ST99CH_SW5,1999,,Switzerland: Berg am Irchel,PRJNA596434,SAMN14002729,ILLUMINA,Illumina HiSeq 2000,WGS,GENOMIC,RANDOM,8114322,ftp.sra.ebi.ac.uk/vol1/fastq/SRR110/001/SRR11026701/SRR11026701_1.fastq.gz,ftp.sra.ebi.ac.uk/vol1/fastq/SRR110/001/SRR11026701/SRR11026701_2.fastq.gz
SRR10728727,1047171,Zymoseptoria tritici,ST16CH_3E45,Microbe sample from Zymoseptoria tritici,Microbe sample from Zymoseptoria tritici,2016,,Switzerland: Eschikon,PRJNA596434,SAMN13623833,ILLUMINA,Illumina HiSeq 2000,WGS,GENOMIC,RANDOM,13403282,ftp.sra.ebi.ac.uk/vol1/fastq/SRR107/027/SRR10728727/SRR10728727_1.fastq.gz,ftp.sra.ebi.ac.uk/vol1/fastq/SRR107/027/SRR10728727/SRR10728727_2.fastq.gz
SRR10728586,1047171,Zymoseptoria tritici,ST16CH_1A27,Microbe sample from Zymoseptoria tritici,Microbe sample from Zymoseptoria tritici,2016,,Switzerland: Eschikon,PRJNA596434,SAMN13623715,ILLUMINA,Illumina HiSeq 2000,WGS,GENOMIC,RANDOM,15452778,ftp.sra.ebi.ac.uk/vol1/fastq/SRR107/086/SRR10728586/SRR10728586_1.fastq.gz,ftp.sra.ebi.ac.uk/vol1/fastq/SRR107/086/SRR10728586/SRR10728586_2.fastq.gz
SRR10728831,1047171,Zymoseptoria tritici,ST16CH_1H32,Microbe sample from Zymoseptoria tritici,Microbe sample from Zymoseptoria tritici,2016,,Switzerland: Eschikon,PRJNA596434,SAMN13623739,ILLUMINA,Illumina HiSeq 2000,WGS,GENOMIC,RANDOM,8026630,ftp.sra.ebi.ac.uk/vol1/fastq/SRR107/031/SRR10728831/SRR10728831_1.fastq.gz,ftp.sra.ebi.ac.uk/vol1/fastq/SRR107/031/SRR10728831/SRR10728831_2.fastq.gz
SRR11026702,1047171,Zymoseptoria tritici,ST99CH_SW39,ST99CH_SW39,ST99CH_SW39,1999,,Switzerland: Berg am Irchel,PRJNA596434,SAMN14002728,ILLUMINA,Illumina HiSeq 2000,WGS,GENOMIC,RANDOM,9224238,ftp.sra.ebi.ac.uk/vol1/fastq/SRR110/002/SRR11026702/SRR11026702_1.fastq.gz,ftp.sra.ebi.ac.uk/vol1/fastq/SRR110/002/SRR11026702/SRR11026702_2.fastq.gz
SRR11026704,1047171,Zymoseptoria tritici,ST99CH_15,ST99CH_15,ST99CH_15,1999,,Switzerland: Berg am Irchel,PRJNA596434,SAMN14002726,ILLUMINA,Illumina HiSeq 2000,WGS,GENOMIC,RANDOM,12384026,ftp.sra.ebi.ac.uk/vol1/fastq/SRR110/004/SRR11026704/SRR11026704_1.fastq.gz,ftp.sra.ebi.ac.uk/vol1/fastq/SRR110/004/SRR11026704/SRR11026704_2.fastq.gz
